sample,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
0,0.08273929852678874,-0.2426432947943613,0.7991596605906941,0.23435701668385778,-0.5212759303229078,-0.23799442436372598,-0.4047113329829315,0.02888891322377596,0.37669107198008267,0.7231803976873341,0.815133528188632,-0.5736653542493293,0.28910046935281186,-0.7057463420346837,-0.6612143333782494,0.28161746646720553,-0.039359030351359126,-0.5739136562693112,-0.11659221150781462,-0.8912638470849683
1,-0.20223452284419663,-0.7860440286134867,0.20298245070631094,-0.28957532081369486,0.3796878945018547,-0.33734463660302283,0.5739320069619993,0.6868683736749459,0.892994423527357,0.5069644171021879,-0.013289382431930452,-0.5409313980801849,0.956491152518909,0.014709394543141352,0.5454164010800375,-0.8602231429677545,-0.23319241897832899,0.9755484973189605,0.4192033517701077,-0.7025880603026053
2,-0.23411627030458826,0.24226679020593678,0.5595577628784827,0.1167658945859682,0.6601820441386186,0.2573213091785338,0.4761759202795006,-0.7210475686005553,0.8992964569610584,0.6115234555134097,0.27207349255986,0.5563284124735235,0.02859816084851685,-0.1485062660162706,-0.03401949090023337,0.5357300889606491,-0.058301649937275046,-0.9654625593639505,0.7637210005320241,-0.6802949231087076
3,0.7241534420806675,-0.3521899687813077,0.5308610598867443,-0.060759566372043494,-0.585274647475734,0.12407776751044364,0.4427006576879229,-0.34612539172586465,0.3615608075422596,-0.18508646677139562,0.6030717700268626,0.5472939691282421,-0.6692435017044072,0.1751263734345161,0.13931145277460932,0.9350575240628152,-0.6969235186512708,-0.6054546235874998,-0.10697338849078242,-0.8301915102786981
4,-0.6545078431944555,-0.7740126876897846,-0.1910428355376077,-0.7341126737429837,0.16719576365157307,-0.4261891384689882,-0.3688590413983961,-0.18457110278515731,0.8458524444430626,0.7806803334702983,-0.2040180570649357,0.7944528971071385,-0.4489960063686975,0.9303381511574755,-0.18173864820416363,0.16301332988868422,0.01040671618886857,0.7803469314741525,-0.40430698231540485,-0.03851115814440664
5,-0.7755245957877768,0.12847430625914447,0.42997379443230654,0.4903422494759675,-0.3624207473866936,-0.5691255148384151,-0.035641109235082125,-0.43065231797508585,-0.03239866183986484,-0.9160882186953139,-0.7347904059057557,-0.1163602208591441,-0.7431000063545463,-0.7692583157656299,0.7495931708827619,-0.8433806552208214,0.6131189653397568,0.609319968220202,0.010728492231848685,-0.24219156731290448
6,0.13854154680712782,-0.47555558010381427,-0.8423642378572147,-0.4628296096888975,-0.8005189837804845,0.8360840533215441,0.20865520119598058,-0.011846641545741443,-0.33134197448887837,-0.27123825224068265,0.46203987144861736,0.7536737111189786,0.6622307173148587,-0.43178325820548547,-0.21198379180777915,0.4997308949591823,0.16529072900597108,0.10472363298610343,0.812065333870601,-0.9440759910810217
7,-0.8375745963245753,-0.3583178379630969,0.9587873140782128,0.6501854191911898,0.6415664697143995,-0.9224910011892538,-0.1525390351555227,-0.9667782140880687,-0.9129082372852029,-0.11190229602922064,0.8441241504335601,-0.5047352955799109,-0.5884051127087504,0.5653534718632607,-0.319246452266021,0.721005141164611,0.08954584116112607,-0.9342172577161929,0.932172900258561,-0.3440258237100873
8,0.37530348635857025,-0.699122960831775,0.8466798706324874,-0.9444007571612589,0.6475130798549471,0.8978652444637252,-0.855928366431137,-0.9885826469233066,-0.2196953530272141,-0.6951458780813975,0.3576570842101361,0.7971635247714639,-0.7067812787620551,-0.3916103650450218,-0.915362183811264,0.8582415935524299,-0.6918128839707791,-0.6031372695140722,0.03948208929317176,0.7656435135101984
9,0.7346056172599245,-0.6215228839854277,-0.1994090692088608,0.4960155300972755,0.7893719198726146,0.9295095200463295,0.6513955861224492,-0.12134258672631892,0.16739983333818143,-0.8523416302083182,-0.7940309529152116,0.5891473752207992,0.9825778502081275,-0.1166700579071065,0.2954338378515684,0.6766222608223751,0.764124794521813,-0.25858558698402656,-0.2959858574834091,-0.44826433106444563
10,-0.6633420450144449,0.8211211259176434,0.9991375940757758,-0.056489036901469,-0.4290083202114885,0.9391864515348769,-0.6100222179046118,0.4104901563776462,-0.8519414800201481,0.9492146687644001,-0.2950554771733478,0.47152552191958397,-0.14287763483087357,0.5049817963899816,-0.7011402446870967,0.707753797098102,0.2577210984937284,-0.7283114629267458,0.16420660072557913,-0.10744299342135655
