sample,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29
0,0.4228460709208278,-8.298460754086296,2.8468176028974335,2.83007836159425,-0.0377855972050114,1.728271477607587,4.777862455528237,7.210327532769639,0.22267980267948492,0.7967673444497227,-1.0413065668566914,-0.5889135858901667,-1.4622916802515966,0.4398529154657869,5.843191441293008,-3.311920075840652,11.939584174998693,-5.736352050031608,-6.930932887587362,-16.215711862777656,11.88588643727191,8.960553300265694,-0.6713898369957368,-9.724047853466654,10.64581077158277,10.166602558522534,9.10779693777071,-3.8759809102628515,-8.205599919519486,-2.6204359228783694
1,-3.0767340650707995,8.273455611051826,-3.9268460149219555,1.5889302793258075,-2.9962452955599903,4.201886477292327,-4.23470528471887,-11.095642966041845,-3.0991677313695476,-3.374650594813954,-3.5711392634967827,0.7089615327140832,6.581188787367357,1.699393993253373,-8.470507762479633,6.1308175713827096,-7.376011262852062,-8.461842437569176,1.8817455119591138,2.864301422579415,-8.096119100999438,0.8304697020973658,-0.07458848994166323,11.215399740083901,5.580642760437901,3.904830613014994,-1.6502417018971571,11.393858063213758,1.6330402932192731,1.7103479357918487
2,-2.133359803517027,6.805879523875274,-2.6369207546220212,-1.1236466128200897,-3.474119611672171,3.3871936263036293,-2.710837310831158,-10.456198693508869,-1.7854855454088507,-2.9096464757312774,-3.5064821522792036,-1.207252116385158,5.3372617203531005,1.1374505031128765,-4.63481227354591,13.300247135257314,-0.8969074260112373,-18.057576007492894,-2.120186727725905,-4.3732964550062965,-2.151134044468348,1.2707946707405247,-2.9665016900608463,13.830355111312345,6.88164790782147,0.830056125181492,17.44729918354121,4.756124665254182,6.436924054088817,-4.45446455045758
3,-2.037610874130256,5.602831937468228,-2.926085483934892,2.174707967180691,-1.0049957679696138,2.2000507041755095,-3.4423737447490126,-6.176053564918638,1.192600344333226,-0.7984734393687926,-2.826309655430922,-6.320457853461179,-3.3044451420032472,-0.5118107763046326,13.633624492297324,3.719762849183233,-2.8260985876643385,11.524048523134715,-10.358405520220318,-9.763522452489243,5.333551543136962,-9.926621872131996,5.725413071727908,-10.236150871278898,-22.466174539858926,7.123248106715771,0.6673111522067732,-17.951305167469695,10.664608653218574,-4.801700144806253
4,-1.5887045143865994,2.2713706950215347,-1.0417461717825733,0.26789116465792023,-2.833792956392964,3.4626587306364947,-0.33867142877051193,-5.659106277189292,-3.6396452873332206,-2.7093658537028493,-2.3169404961178848,4.00013302898757,8.204151390365517,2.1265515108840876,-1.4269018466742391,-6.690323441137447,6.684211283417227,-2.068628291443558,-13.792849084340844,-5.702593164289299,2.0231385674517472,11.663717455328074,-8.987143980726879,0.809246267880286,8.45712584740776,-3.269603824876198,1.882580734643026,4.941532798464724,-15.713339627641668,16.471951745945965
5,1.9029359890505138,2.0098201604012407,-0.4678509802231864,-1.5460671045641097,4.343167287093645,-6.034890747261087,-2.745332975382784,3.875342334173667,2.680715166663088,0.438923005893266,1.6050525109606901,0.06482899914584579,3.196076125738833,-1.7042840536311283,-14.873294053288653,9.562270329551303,1.0838934139389433,14.38634712194305,-3.750587161552544,-4.471847189429846,13.3757230251079,12.95936269044664,0.9728198598389715,6.993305043093066,2.9509304305772943,-22.963064519159452,7.09841403246887,-5.425505329015494,-7.941335825854746,-9.381146175053175
6,-2.29432924852568,-0.8551035292556061,-1.5523046218670093,7.824313345769941,0.34196537679832767,3.7090151294314304,-0.7981669094705268,1.2479479798884685,-0.6498642796632438,-0.7121562307782783,-3.135873325001715,-2.1826490210538885,-0.707234019655868,0.7347426533927948,-0.7121895973897604,5.360328643686345,-0.7944948767632737,-5.273084823246429,-6.824755279336392,-10.619648126055855,-2.9156161097764457,-2.0737747248157268,1.5143324090047598,7.529521696646867,10.596821091230385,-7.992004837950756,4.051294275813041,-1.9408873499289472,-1.2767910605859223,-11.962489884620785
7,1.43835436573081,0.7342240924971188,-0.8842667647471931,2.388510264207821,5.898408508237288,-5.7979507306037865,-3.1661766381164136,7.036748608158694,4.280699131326519,3.1349095057245586,3.5729009178655655,-3.382135003179204,-8.666734081358948,-2.8619633807046707,-0.29799653591787045,2.934904211362649,13.316969382552612,2.049691256855481,-3.5568228770181083,-2.5876745437290176,26.500243499542293,13.46347707549949,6.950754065935606,-8.584141988659681,-7.313312337538331,-1.554727459388981,0.337524871581266,-6.739935216964292,-3.0461737827606177,7.481942758346106
8,-2.6969964831819198,5.696229850518107,-2.702454062386206,1.0744818286730722,-3.5350233888022604,4.637426914235765,-2.3283816474211836,-9.551086348144707,-1.0147138116713779,-2.5324790894540956,-4.541286405102804,-4.057733360776533,2.1690772521907347,0.9184282197733206,-8.192464541875848,-3.623875567481069,-13.455964982491654,5.558438867427383,10.030110473058311,17.213885890541494,-6.105903394786604,0.4747664628088244,-2.370284499858308,-7.770032649433471,-14.292985658140775,-1.71524961962311,-5.722825301555077,4.950899312986099,-6.6088271645881935,-0.22347927484079877
9,3.8770775272119793,-3.36662909869786,1.9251458983776413,-1.92587962162991,6.766421503485658,-8.991313779395245,-0.28233613963096577,11.708941594656487,2.257934947616596,2.7061151817344964,6.146642570258541,5.527009878093273,0.8315468003356884,-1.9135820314964942,-6.6305959484792,-3.3914503896895716,22.732722043658562,4.498155945371701,0.4554994550679997,-4.102801538394015,11.460655084431837,12.509702223465759,-8.622712052624271,3.6546105594783995,18.874222515285954,-9.880442184018545,5.958489196994984,-0.3063377869941005,-5.400378185986989,4.427933784631991
10,-3.9060049347347903,6.550682161724899,-3.7579467137611258,3.889473825100952,-3.8951128057263036,6.519422710094219,-3.151474341371774,-10.743119558264034,-4.721671280640539,-4.3829977309605725,-5.200297396878816,2.2856346226223807,9.867679033261224,2.848251012522602,-1.7861460683024484,-4.570359269550099,2.419432375133988,5.895805013221385,-15.5667461318847,-11.970996675910317,-3.140206917997125,1.239915860399763,-12.089671802891312,3.40888941639021,-1.948998862857093,0.025254432663020625,-1.7855871752127075,-1.334246701856227,-8.49486099632642,12.620307396088307
11,-3.774747997629102,3.966372318303903,-2.9926493055417174,5.26961435556727,-3.495534679500798,6.828458311387976,-1.903156196089,-7.959819273887098,-2.167259443885955,-2.4121741731868127,-5.0361751872807,-3.308887989628449,0.6966255134290759,1.6044024408176318,-5.493756245411725,-3.0564250414466514,0.6554280268906814,11.409674339866985,-0.04217218699732122,5.472587563639443,14.340061761457674,3.0237375118950363,-1.4052681957195652,-5.257628072324696,-17.041159481605455,-7.903155143721597,-11.423056386468279,-1.7381534164911514,-7.619922652726993,7.903776853659716
12,3.8727108469641185,-6.536775365332153,3.9076893708038916,-4.530644017260024,3.2869746107337545,-6.1305453241057775,3.4822657405398068,9.936527772454772,2.595530693090908,1.8283787541477097,3.119952558310187,2.0745324431350234,1.7880786526851784,-1.3933513468388563,12.726870964915637,-5.151454756226051,-14.768995362290843,-1.8381446525578318,0.12107481147048539,17.15023030644427,-9.43782845520526,-5.378018769629172,11.2437746914697,-7.972710674020841,-14.436295776066117,-4.7700352852171335,-4.9619228326437135,-5.319714654284281,-7.538082944096782,-10.808638951672355
13,1.490776728707638,-4.019246441682552,1.0464154065662703,2.7707796488075243,4.37493665009843,-3.6664161006855016,0.3563058074431635,9.20751401475469,0.18136033570029922,1.4573702070662018,3.00391659109249,4.663077571978481,0.9790111733764565,-0.39855413705145837,1.8931687533330404,6.634868722723295,6.640955914889356,-16.119974992980072,-23.115859073265423,-19.17799084786944,1.5925508779932176,3.239485024009797,-4.0056426704263055,13.998570315254051,13.89143194357512,0.2227523514792908,14.308776311264337,3.9749077491713605,-13.813575709278526,12.978248260734066
14,-3.1266318422813892,2.7817256507334647,-3.878161428066103,11.002907784852429,2.384289704593799,2.8502173746535635,-4.37252220659005,0.7513489242930579,0.5040033648803489,-0.19663013424433057,-2.863620325393194,-4.5053450431787265,-4.2299139838839785,-0.15841696801146452,4.726568659092795,9.456468393713688,-7.2951246438724935,-7.4835862366467065,-0.2885477215688645,2.9833464007143458,0.29657684163766584,-0.2914885278144234,17.121737969115795,4.135396493319252,7.794043488456978,5.493431550885525,0.7065321877222281,5.09849653195247,5.282753553569911,-15.628072693114948
15,-0.009538499016704132,0.7703904010302826,-1.4161882344482255,4.476432754402105,3.996733551803759,-2.43921721656995,-2.7538079252496197,4.5512317387396415,1.5071944435235851,-1.0555037603938053,-2.047945902965635,-0.7999220715957577,6.381854938024244,-0.5587852876571642,-3.6986499971456057,5.199598295859928,13.297704962562138,4.991729338803205,0.8749268855342056,-2.74816207027766,11.092597538633651,6.75486819776123,0.5855730283909355,3.0960901656191755,-0.5363919207103904,-11.634638926230249,4.69931373903647,-9.789802915844572,10.812393209158813,-17.766313185827837
16,3.226067862025266,3.2287910446101717,0.3798621804653195,-7.133817699866108,3.557741891082567,-8.053403654789067,-2.341433228483487,1.7507277326484323,1.243040896584929,2.257736530467681,7.162798219164808,5.251782371198536,-1.4267423750934005,-1.8172048401616583,-8.587480156441513,1.4160249914803007,-6.388796745944008,7.539028661652585,-1.851654216214332,-2.999335370358695,1.828106947725927,2.3295606398764654,11.031560239791467,-3.191322840677507,21.492685427442172,-8.804192356898223,-12.356209663909922,6.926071029710267,-13.170650551781831,-8.046449013451943
17,-0.9852626747799759,2.3497157342197665,-2.887147988627006,7.73721799949656,4.892831364227241,-1.8387571238713045,-4.597548657940889,4.361468526428823,1.4214209812720144,1.228548182566354,0.9584444719208332,-1.3802224856877143,-4.449521203362071,-1.1520607361729314,-0.38606205012294975,2.774615975280805,5.746840566535235,-11.51200883007033,-10.990059715594214,-18.270831221547542,-9.688599787891109,-7.417879456953556,1.5678695868376704,5.603845278375758,21.91686241295093,-4.5097381684875515,11.952353626289932,-5.896218066454546,4.844830638762556,-20.806692470535758
18,1.14978471302503,-0.9040543999305607,1.0615228101093408,-2.75445545541384,0.2405587935992873,-1.7066298056901872,0.8923186376592559,1.0805295146186917,-1.6187638346715467,-0.06096025251314875,2.2691621405504967,5.730278074967486,4.11697880292183,0.5796411897636035,0.6938534575260041,3.477911938161007,-3.6053286207736495,-11.785655649466053,-6.053079101037808,-6.598773146158154,-13.162598416146617,-6.07266238255533,-8.37158279499897,17.495562354836412,0.7960022928928218,-1.0944948108685921,5.0178588595730185,4.871534656227939,6.603498465449973,7.310594544039785
19,0.006862827373305443,3.3871745449768818,-2.6260188452764583,4.8717981189019826,5.450175838488974,-4.028261212275949,-5.02965070481791,4.159039006264972,3.876590429263508,2.11379130738331,1.6184104867593672,-4.913064707997463,-7.725758336017168,-2.529690155519605,19.405916055268943,-1.4513829887187633,3.6868519913203586,26.95426469050505,3.695861693014952,12.426892866039985,22.708743054962767,2.468088562906484,20.96934159463355,-21.08726797828004,-13.581906987630271,5.699036117376458,-12.744743144694214,-13.008113798465645,7.312929198119382,-1.3876541217434233
20,-1.7824718271794395,-7.83838933129231,1.700017979075058,6.6858419417364425,-2.2077020704986667,6.321838069584774,4.760596632971857,4.01983315028784,-0.7507507323143697,-1.9821290144356483,-6.823967259047406,-3.5153451000807228,4.559404157985944,1.7711465791516305,-4.618008535735659,11.717859013453921,-18.950478150992524,6.357663034766086,4.890211587302124,-12.307624198760669,0.9673452281409335,-14.066452539503844,9.266061677348889,-3.901640866695527,14.564686961380332,-6.584899974507219,8.296876580741218,-2.041201956158532,-1.7952295161482175,-16.051929526087932
21,-2.762722075626981,1.6865271526266632,-2.5151155233566285,7.322803714336262,-0.19710206125927057,4.027216910771595,-2.0989223083800277,-1.6727467467566175,-0.5477122987991307,-4.1424774460765486,-8.100066036883039,-3.4555803188236807,11.686887241645255,1.3627458196829563,-10.330388422804797,15.509223552714163,-9.88125237488321,21.943189788320083,-5.758970262370935,-11.37544154881926,18.264850260566433,0.6268432927569271,12.349606269244653,-3.2846502506796975,-5.891041275699219,-17.45792831453402,-7.970451113749117,-10.563863475666272,-2.3601108012365635,-20.153062493699387
22,-0.11299104499542015,-0.6134742526117318,-0.5707615863478984,3.419117244002812,2.288284036100432,-0.922715136247442,-1.0474255172446238,3.5319470478409536,2.976549354828669,1.435562771953912,-0.38676540207159804,-5.548690628604601,-6.490285576313552,-1.5095881532959536,2.628674251700295,3.5042746583082187,5.0830699066773715,6.117826216333633,-7.125368961343688,-5.997255641756001,1.5367776250754352,8.34392322718159,17.956311195090883,-1.7508440042185331,11.648033030956988,-7.254693451854069,-0.2702709978023512,-11.13466024146769,9.311097753429095,-31.930002275195125
23,-0.1941267310793575,1.888898831317996,-1.4713769143984046,2.740352384691946,2.5607474651946,-1.663625703588771,-2.618514702126277,1.6980074530948603,0.3671992035160133,0.17176557764747144,0.6634948080296696,0.7268257982115987,0.45890583821599074,-0.4413005865106609,-5.761604876648256,3.6414662235470368,8.589851885107239,18.742397588499443,-1.194281581707397,-5.522535964546732,15.115034282022098,4.193439588387588,3.967788171978125,2.026881402098031,17.22232768849568,-18.813462686536617,-2.6439810199145923,-4.95631482734979,-4.506128961071763,-7.067571723910444
24,-3.6040885277666956,1.4750105954201789,-0.9262992414098777,1.1360714173818802,-7.5171153640660595,9.518627571603853,1.8856163300472186,-11.039640689758736,-3.2117199154779854,-5.390256946291769,-9.677072386185936,-3.6536059213872116,11.225680875071966,3.0994925842798926,-10.67253020525863,6.867497448334811,1.7326859571406537,9.556773113833817,-5.343249339476616,-3.369041992096746,9.37383921264646,8.236710792846154,-7.15301063359042,3.797035426595812,-8.346392541979768,-8.672839752083696,5.13238166180913,-0.5325003533259436,-0.9047072866081327,15.328885980031712
25,-2.155873664131292,-2.3207144546370224,0.679804712962446,1.2120971841341375,-5.384653525776558,7.108991735175423,3.404441739856278,-4.959076718371347,-2.767528217975872,-0.2636853776818052,-1.7820557009088571,-1.0031248687691057,-5.173390216489887,1.7952071110932835,-5.0264894185247355,-3.774596003806165,0.5166268683396021,-12.996791930347314,4.978863409711616,14.168035142132648,-7.554617402429601,12.336781901320409,-2.19538611685218,15.565545977755217,5.2380923560276145,-4.5499582831625816,-0.7773559012802994,13.313234948502265,-0.7488746277586139,4.061887789763317
26,-2.108147988685019,1.1111110300520368,-1.3673300530680534,3.6254879080214963,-1.845816109329991,4.070893311695702,-0.5182825773392918,-3.339211459045594,-0.9823058167087182,-3.814287592143133,-6.959548892077373,-2.5078109092904057,10.686535631167448,1.5000884883369134,7.598140677013611,4.8716122991705975,-15.408592068827193,5.32914222112649,-4.833407582816744,-6.334175929906079,4.487322039147139,-10.843154379846123,2.46551618119674,-9.961849506093131,-32.88763702668395,6.50097698949217,-1.0266798989015926,-14.027845240630922,2.1906227000480616,-6.385928929174835
