sample,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
0,0.8715775829032404,-0.706692263261038,-0.12810717536902771,0.20289156876726877,0.06032209101015096,0.5881471479037665,-0.9143497329117951,0.6759511607470334,0.3507250456887414,0.7394206916688597,0.668980522500352,-0.9829026333909678,-0.2772687098739297,-0.5168279156892379,-0.4477669959966333,0.13418598338259335,0.44600321027845724,0.14725289137805797,0.16058633696455527,-0.8187671626809505
1,-0.8642427269154531,0.7034884410561082,-0.541125970981297,-0.4905377207623882,0.3978854892783059,0.08536870411303643,0.8687355558684717,-0.4200741263682737,-0.2828991273211867,0.04864997281654104,0.06859094509846231,0.702653807241371,0.5318985424404881,0.32505807486390537,-0.1746712858416859,-0.6118544782671149,-0.404602626969951,0.5348944591888893,-0.8404250316060218,-0.06442390014983479
2,-0.5607352933933962,0.8400698910585902,-0.3976341336922451,-0.3305200566764497,-0.20131459377840732,0.8966940861682628,-0.8030989567403555,-0.45051161773518245,-0.16504002706647647,0.0257964276763607,0.8472128846901539,0.08786546159609587,0.32914850512677996,0.9039630074550242,0.48299787826219065,0.8219419185414603,-0.9512711524797179,0.8278710829915303,-0.7628803764736531,0.0052479004675412
3,-0.6855208474536512,0.3030436785798343,-0.3199224221817736,0.7797940455474124,-0.9120430147358469,-0.08462673679575006,-0.3873659886549701,0.42727457766481214,0.9786886916056536,-0.33248223957488476,0.2304701112607055,-0.32085419503471324,-0.40738377428155004,0.6459690743571087,-0.9312272478495327,0.27822888919184385,-0.2655913647201915,0.5112354957716669,0.7076252955566,0.7671699524208
4,-0.11624006713190349,0.40003211802854444,-0.3777508661036828,-0.8943055107229587,0.8512114939278956,-0.5271914277083645,-0.6246767932698114,0.742977882598729,-0.021124988555651925,0.7399206369871363,-0.745822635234034,-0.87197923116823,-0.46716926167313266,0.40824956165726656,0.31902768985706476,0.5800791781835901,0.6510422594646668,-0.8104125687719512,-0.14855863237066225,-0.0016806827345294817
5,-0.42524337284035507,-0.192554621295562,0.6096636048864021,-0.5902860840429598,-0.8523285340477176,0.7692245264088555,-0.3698004018537875,-0.41576859572057967,0.576347896982379,-0.6597986168523928,-0.39681152557687027,-0.5960115689658767,-0.7684316104600606,0.28720075674513845,0.7575015542191814,-0.7839916804968581,-0.5194287960115194,-0.15934671368087328,-0.7153681898516862,-0.9116384068359284
6,-0.21713011818947514,-0.6122215230991095,-0.4935843967575604,0.3563497304362737,0.15208081460871137,0.6754322083699662,-0.31409261644691533,0.0717765144671938,0.004401848183102741,0.5673736495073978,-0.5357326040127177,-0.012601838399141307,0.3866004744833771,0.265217413215421,0.19266124294027986,0.773764409167611,0.7280583759778851,0.29644907134022436,0.10144947186659703,-0.2889231015174527
7,-0.5136675118729326,-0.6879698831777274,0.5344948646639798,0.8550373757066061,-0.7592809551547037,-0.4779970287107458,-0.4851047785410334,0.8540844179548652,0.044726694868427064,0.7011331094328588,0.837987990689985,-0.763208543363769,0.8631046721409494,-0.007800873596915281,0.8959589640336618,-0.6026031041472735,-0.3982508147770043,0.25314993306082,0.018147346423930344,-0.8779705226541494
8,-0.5103950311139274,0.628824969203559,-0.5475061914874029,0.18925267487507225,-0.5049820141509742,0.20670907244496028,-0.7772712839794855,0.8553982552848391,-0.7949331009611824,-0.8260006150737516,-0.48078628426676495,0.6321079699249614,-0.5506280792441904,-0.4817335683046646,0.5199515361801021,0.5472609942927558,-0.5042772426144195,-0.5724775803814011,-0.6150937205270675,0.4925137016387955
9,0.08435491128976635,-0.7398471934325594,0.9731170014363062,-0.7442859015969729,0.22195775648674587,0.06551299223675189,0.09997993660246274,-0.4691355191647064,0.09770808754631521,-0.11127116623566669,0.4365916647996557,-0.855911883471463,-0.3567398302506004,-0.04968639382449225,0.847131062714682,-0.232183062800432,0.7681228675872964,-0.7051863495323782,-0.062489162525732445,-0.9150464107431937
10,-0.6978469491133916,0.5284161392128368,-0.7930888015082023,-0.8194841687127976,0.8510884265701071,-0.6853564253837401,0.21850367053816155,0.16215354779568059,0.5734203302186605,-0.29048347203393576,-0.7019589388790952,-0.6598481237693303,-0.2335660250477738,0.7839881639721062,-0.5620096759174935,-0.16973377889200902,0.8778647999631568,-0.4324632597226463,0.055711564935401414,-0.07642372757022198
11,-0.46888005061344984,0.23484265401437998,-0.8182759031697757,0.4118577294472101,0.1208682787084665,-0.9032133388054266,-0.36556859104653294,0.8578059492274581,-0.5734458670302403,-0.27617126311501194,-0.406290031659045,-0.2236004761922017,0.4025052106328004,0.5497103200242108,0.8959359255601167,-0.4379882175578311,0.016853519050699983,-0.6234320882340989,0.5886204887523481,0.3245966924822814
12,0.7553122849906782,-0.4253509658531709,0.7645548779202809,-0.6124742274118027,-0.5510650841714961,0.8753945517174939,0.38291423605416997,0.7009944160622918,0.03273543680026392,-0.4730971815516345,-0.4954933649406368,0.5903707023501426,0.79538239221764,-0.8824747545092917,-0.2653060585141074,0.747853492526362,-0.5797517086764206,-0.5252984910732692,-0.09516255609249824,-0.11647321174372327
13,0.11840348952925606,-0.8635366195753496,0.3670787463690124,-0.4829872761952363,0.7094262498706996,0.6314429430784354,0.49370007585036224,-0.13291205730853606,0.9212995065285772,-0.08619394793054536,0.39104428001828007,-0.8086967477282412,0.10259735285144855,0.5732911903613482,0.2650430485473052,0.6098250419741982,-0.7601474053501323,0.428544246622363,-0.8511962002150184,-0.6556927820974003
14,-0.8830375637059202,-0.7962189128358075,-0.5009496796174959,0.8447515808401422,-0.0864999742540975,0.9966193044572687,0.3745460996721872,-0.10616759604075465,-0.06820084401207849,0.7482309881335802,0.3935911727515222,0.7053555698716176,0.2412992762177375,0.5867226482426535,-0.4006924631115094,-0.16752622796642958,-0.7799520813657108,0.5994268609253883,-0.3428713144939708,0.9061968373170242
15,-0.48917626024669225,-0.640947443824617,0.16181070505164885,-0.7266317438320768,-0.7227872955508181,0.4094703524392933,-0.7647300102630001,-0.2703556183166691,-0.4453522894079931,0.0482035149648945,0.4696790075017492,-0.7183726374242791,0.3613860057608409,0.7082934532307521,0.4282169267528473,-0.05614937717029744,0.48701109084749516,0.1386478110694589,0.5637148389562965,-0.0663509276924994
16,-0.31098009089333534,0.3354417294726322,0.8920338995193331,-0.42178923783332456,0.36716291284728375,0.5125068451249539,0.659896597199999,0.7246007535727881,-0.3804880701173414,0.8630216456870605,-0.9509245629597727,0.6273046667977316,-0.2862993322793297,-0.7569822545706826,0.8716549101627149,-0.15545941687826104,0.6561204622626304,0.05186537111406486,-0.36130875064190615,0.4569549639404935
17,-0.8505810217979504,-0.8480034358360125,0.0294520068763664,0.5162868445210878,0.08406985328230054,0.9284400267908315,-0.6212619443446814,-0.9986829258324719,0.09358621016238367,0.2198344562626975,0.23577576433433256,-0.9807398754066288,0.2500878853393631,-0.7126400968327831,0.2842327394114452,0.8251625432436973,0.43917604344869554,0.8750846640871854,0.3488962773547235,0.6874977161969178
18,0.19779678757319918,0.10485869056409713,0.22750791440740703,-0.7860954968282241,0.8413912522564686,-0.44653843380603675,0.07663536455422526,-0.772265265201757,0.010028801215657301,0.26513744081174195,-0.6379779349631471,-0.05179272256160483,-0.11511102701540854,0.873838676413893,-0.4248060412871175,0.5439735943855679,-0.039944352465922206,0.3117387353001002,0.3724741058114207,0.11195595487072119
19,-0.8952638041566672,-0.6447617259219256,0.28562992173178414,0.9275786869129754,-0.8740306142509942,-0.4374384453018427,0.8147134025172371,0.8081470976999972,0.9960408306086159,0.614854103024312,0.3938851275423376,0.6479109294180423,-0.3517467685352724,0.8263181307626015,-0.6939972000317687,-0.9898766531070253,0.09048461142275421,-0.7784695522726497,0.6473832961635222,0.8077827878828112
20,0.7940194011947979,-0.7256996395194875,-0.6590773228505213,-0.10244554261779903,-0.4475392476114961,0.9692863600577337,-0.17128396636870935,-0.8096320953676008,0.9008191523762579,-0.29707544782859285,-0.12685739631763338,0.7427960602375887,-0.6246321166438751,-0.9843112450082478,0.607947751404418,-0.25448569822876466,-0.6797107596533403,0.8704873477978232,-0.2956755246557252,0.12150951078432337
21,-0.46662522477855073,-0.36675213833664344,-0.5455933358243077,-0.8894620668722464,-0.9415511837290409,0.5540758875831311,0.05996955360152456,0.854944785448098,0.2353577230222521,-0.0012988598103553795,-0.49947027866296434,0.5057140040152588,0.7331788953942702,0.9142454654634542,0.6884078930120163,-0.8853577539521771,0.5690523615918874,0.6836463279883751,-0.2271444000723455,-0.31021571840496454
22,-0.18852147568542832,-0.49057865787971533,0.04254171998919953,0.9143780044471963,-0.9212343647007144,0.770082641390214,-0.0789876534591909,-0.5426395055631734,0.2339421271119737,0.9661901102486397,0.02430504378353171,-0.7625448695094226,0.4078926472092044,-0.1143053998388679,-0.9425269368979279,-0.9925511338015418,0.7682564478609839,0.6016343125934769,0.03622082740621679,0.44479488247674803
23,-0.47287880200166676,-0.3145932574251129,0.1003389766742353,-0.12349202159425254,0.10626818548035977,0.09812415513142758,0.5095497816821928,-0.4026581581189379,0.5428081909835532,0.1542097853918849,-0.39840870952946483,-0.033611604530445094,-0.1868624019021814,0.5400821526741899,0.907367426825967,-0.7365270339963421,0.9798885869215963,-0.5948482113197955,0.23730273534105084,-0.13413539340124792
24,0.21132215495154472,0.7472719744476657,-0.9917872183152314,-0.6313487801873949,-0.5950910493686103,-0.815451775656691,-0.47444965203041045,-0.12128961307624886,0.30824649686030225,-0.42945382790725795,0.011981984078534902,-0.5736199050992787,-0.5570006943701333,0.9153606057673034,0.6828917735397124,-0.4806101320485354,-0.5944049576301922,0.08135743981345622,-0.77305140691568,-0.09203108011505146
25,0.5339418534890108,0.29677153121262045,-0.7085371061767594,0.8851890217883582,0.8512273706972495,-0.6139067186391807,-0.007704822129355193,-0.8033773154743191,-0.7147161797645034,0.7282797892205812,-0.49592409183660546,-0.10007783408397608,0.7157822164934811,0.6718229316920727,-0.42623483273553053,-0.8245493268029687,0.024792759236488937,-0.6120733598593076,-0.22045238520948107,-0.22461015884699043
26,-0.1639214090395269,0.0057571219524605866,-0.481890896756461,-0.8432219170514086,-0.7732253798047746,0.24981784944197782,-0.34580048340738934,0.8770090248244371,0.568815897815528,-0.8407261907350978,0.06644572042587438,0.2073610788626019,0.5898836139817512,0.15395772682281228,-0.8267043622707755,-0.025670594212878983,-0.686664877027493,0.6636828005782018,0.4974667333704279,-0.49424951157628416
27,0.20204227595287438,-0.9887068967650567,-0.8893635906583648,0.822906733814879,-0.8643094190655711,0.31416187786017935,-0.8069661381537101,-0.3711269499679959,-0.2742499612719156,-0.43703451799989734,0.6124188284415353,0.749492586031919,-0.24598906791219943,-0.17227495527385406,-0.6000901654176687,-0.4989648884972415,0.3081574202212072,0.7947259043575197,0.8886505207773392,-0.7577393127851568
28,-0.2958309987148331,0.5267999120202729,-0.562107873728406,0.42533190681130906,-0.6587175119862756,-0.7011461710260971,-0.06722106407849116,0.8469142794767657,-0.5580977963377067,-0.19854794414388022,-0.7506599980062392,-0.41213594484590055,-0.722920248897325,-0.6412033191783761,0.2961334796156079,0.20845169238622963,-0.3962688839827633,0.12296655227239794,-0.18757361985944,-0.6650599744648007
29,0.5735133833748289,-0.3531634635057963,0.29214899421742424,-0.36296717542352996,-0.8672088807850014,0.18028303095100084,0.8724065670740069,-0.6611944383071668,-0.38710035966775913,0.2759564141852271,-0.44178293531684276,-0.1426482964785496,-0.7909813683298901,0.993075831827507,-0.7869631599324103,-0.2007336618687583,-0.3114090793099662,0.11603172222377967,0.09408423087265239,-0.35865432559986954
30,-0.4811838924869831,0.30210815767313925,-0.12446576366397366,-0.8168761825172399,0.29723195718701056,0.05442208462994902,-0.9120745266110768,0.585068474074127,0.015887908452236976,-0.1842569215796288,0.37100814383595093,-0.10870283406776693,0.4465747020413344,-0.03728061048820552,0.6459520349865475,0.593854119836366,0.817002555980912,-0.07367552393342791,-0.30656461592405404,-0.11701882005435871
31,-0.18575452101455547,-0.12707822957369208,-0.7826976065661806,-0.04208354146816129,0.3612999685597287,0.5030173204298951,-0.24385263937061774,-0.9130750450563354,0.9804021021054852,0.37371738109397246,-0.23682876250804497,-0.4661259583748196,0.8984307993648522,0.3127097564670882,0.0985845743314504,0.9887792737209349,-0.44494357399863915,-0.24577027162175735,0.2654835268126239,0.3692315018042267
32,-0.4880786210647594,-0.9883042934809287,0.7547810760137095,-0.121859664729139,-0.425657181040221,-0.3509891963324281,-0.17400397912423804,-0.17166234696277116,0.8233549970430805,-0.49642419335159316,-0.6335597301636735,0.36941211711133737,0.698262798240078,-0.262404898525171,0.5736840503781138,-0.412290618871185,-0.8387096227961734,0.08706461062887483,0.44200555582967205,0.6871553731213795
33,0.3226521076889419,-0.9824195156517519,-0.559659074274101,0.39339171327204636,-0.431610322588015,0.31999291238399863,-0.2187541150563479,0.18569341028182884,0.6062077127801226,-0.5697236071891483,0.9321357490645898,0.9582937047628053,-0.8517246913988807,0.3981542824148272,-0.013131849566953457,-0.15896101507871863,0.7640229881203171,0.3761519505130253,0.3924169710465739,-0.9653095187745901
34,0.9047749020647515,-0.4513522715353453,0.7810443678378614,0.8212645533000895,0.9741023727635936,-0.593425162874677,-0.03207712615004499,0.6912123867332496,-0.7579265299461877,-0.6793872347308041,0.4588298585952326,0.0021569162898695815,-0.4088712003578838,-0.13186156864583376,-0.6068048613355963,0.7284489981207718,-0.43829438645846985,-0.20349042417873675,0.6262055582893524,0.7872444878141813
35,-0.8016585706971677,0.9363546097517097,0.6128250851665975,0.393525345892644,0.4820549008538353,-0.12935602273408398,-0.31591919331163876,-0.4384903175001551,-0.6756551824743477,-0.9020986118893173,0.7725092147015715,0.7544055152472822,-0.4063754968849549,-0.4631618048342747,0.9126638792068682,0.4129128541088676,-0.396344405588138,0.26962158095859334,0.9567618798444983,-0.4718745533170867
36,-0.13421869054856295,0.4504419802145856,0.7757853841063354,-0.9213576758086135,0.7660057294199232,0.5936957868648869,0.001781769745016204,-0.06765909684525084,-0.10879438797788166,-0.7019594635570845,-0.8663302952381651,0.7297554965813118,-0.04450207641649029,-0.7198135112707345,-0.5824874524494033,-0.4021824552881186,-0.3644774622852258,-0.3795190986325836,-0.8002625434724899,-0.4212986631358677
37,-0.5095692832261989,0.301269352191756,-0.010775133099959255,0.17111812812360294,-0.1799926677412811,0.10608916408451163,0.7924203701169568,0.4490603088863474,-0.7680434259845224,-0.6382236715138836,0.45356034764610675,-0.6614096946697752,0.7606062701845007,0.9286531686635859,-0.6723146595370402,0.1563509992168146,0.07565789652437349,0.7661972646221191,0.08575297544878513,-0.3794445327790701
