,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
0,-0.748730647143053,0.34681993285109736,-0.09558100304581348,-0.03316598742976047,-0.40978180200529063,0.6157312348321381,0.7906268382064253,0.11823619524478843,0.036690314736501486,-0.6623541208661236,0.3159885403871251,0.41326301800116017,-0.8820680744298708,-0.5764283009792982,-0.2654341058950557,-0.41051094609336625,0.4757223943931282,-0.6328108638576853,-0.5906266576961933,-0.7190605679702926
1,-0.3816722954120756,0.46232123732227515,-0.15375388202865525,0.10536108285624166,-0.09737114548456993,0.9387257016122152,0.7377436009764189,0.41751069603036883,0.40570662028219473,-0.9200954520520406,0.519152337296264,0.48571110743581375,-0.7848132872602749,-0.5518155888094984,-0.08236774843018654,-0.874789267930152,0.8810690220915665,-0.5822472200684257,-0.9517627525798797,-0.2864135107314573
2,-0.3816722954120756,0.46232123732227515,-0.15375388202865525,0.10536108285624166,-0.09737114548456993,0.9387257016122152,0.7377436009764189,0.41751069603036883,0.40570662028219473,-0.9200954520520406,0.519152337296264,0.48571110743581375,-0.7848132872602749,-0.5518155888094984,-0.08236774843018654,-0.874789267930152,0.8810690220915665,-0.5822472200684257,-0.9517627525798797,-0.2864135107314573
3,-0.5390534280851826,0.20123656485066335,-0.1359510861820468,-0.1758649251732698,-0.16232627040774653,0.8185206710129174,0.8931422716123655,0.9878691157619676,0.06436833709299054,-0.30110778577608904,0.8764370482270691,0.17681256834827702,-0.9428977040724961,-0.6048934758417203,-0.39230645055874946,-0.20252779177478447,0.11043012713954009,-0.5378442512752362,-0.19466538249617008,-0.7885819514930834
4,-0.5390534280851826,0.20123656485066335,-0.1359510861820468,-0.1758649251732698,-0.16232627040774653,0.8185206710129174,0.8931422716123655,0.9878691157619676,0.06436833709299054,-0.30110778577608904,0.8764370482270691,0.17681256834827702,-0.9428977040724961,-0.6048934758417203,-0.39230645055874946,-0.20252779177478447,0.11043012713954009,-0.5378442512752362,-0.19466538249617008,-0.7885819514930834
5,-0.5390534280851826,0.20123656485066335,-0.1359510861820468,-0.1758649251732698,-0.16232627040774653,0.8185206710129174,0.8931422716123655,0.9878691157619676,0.06436833709299054,-0.30110778577608904,0.8764370482270691,0.17681256834827702,-0.9428977040724961,-0.6048934758417203,-0.39230645055874946,-0.20252779177478447,0.11043012713954009,-0.5378442512752362,-0.19466538249617008,-0.7885819514930834
6,-0.645814452649955,0.4555816226197177,-0.23894518719629707,-0.07135767547006236,-0.5431258586513895,0.6497231092930915,0.7912774385047769,0.46023399463298315,0.6006517969701997,-0.6565398821091225,0.1605124736646641,0.6672594744807983,-0.6762209814029165,-0.5721842519439956,-0.5205900014801071,0.6889167411004912,0.08157643004395199,-0.6273723068887906,-0.2576678723560191,-0.150767082090077
7,-0.645814452649955,0.4555816226197177,-0.23894518719629707,-0.07135767547006236,-0.5431258586513895,0.6497231092930915,0.7912774385047769,0.46023399463298315,0.6006517969701997,-0.6565398821091225,0.1605124736646641,0.6672594744807983,-0.6762209814029165,-0.5721842519439956,-0.5205900014801071,0.6889167411004912,0.08157643004395199,-0.6273723068887906,-0.2576678723560191,-0.150767082090077
8,-0.645814452649955,0.4555816226197177,-0.23894518719629707,-0.07135767547006236,-0.5431258586513895,0.6497231092930915,0.7912774385047769,0.46023399463298315,0.6006517969701997,-0.6565398821091225,0.1605124736646641,0.6672594744807983,-0.6762209814029165,-0.5721842519439956,-0.5205900014801071,0.6889167411004912,0.08157643004395199,-0.6273723068887906,-0.2576678723560191,-0.150767082090077
9,-0.31527349525048887,-0.21471710526312351,0.05502117231138892,-0.025124405989963988,0.03701165865581717,0.7815670375169608,0.7329196104098806,0.9085274584456239,0.12862938623896064,-0.9849692452429284,0.742625249898741,0.360303497930313,-0.4254408962734552,-0.6241244009170155,-0.7450858575417174,0.25760685692884705,-0.29074845462140386,-0.9878711370923876,-0.5612552713731497,-0.516230253302938
10,-0.31527349525048887,-0.21471710526312351,0.05502117231138892,-0.025124405989963988,0.03701165865581717,0.7815670375169608,0.7329196104098806,0.9085274584456239,0.12862938623896064,-0.9849692452429284,0.742625249898741,0.360303497930313,-0.4254408962734552,-0.6241244009170155,-0.7450858575417174,0.25760685692884705,-0.29074845462140386,-0.9878711370923876,-0.5612552713731497,-0.516230253302938
11,-0.8849368797965202,0.7707093608011649,-0.09060079929708156,0.04886176543629649,-0.3881886739054592,0.7421387719450091,0.5643209060074693,0.8072210255748578,0.5671603623836642,-0.910563457113184,0.09509455685485478,0.6216732119819915,-0.8019845328423731,-0.7669070994635306,-0.4070575156789681,0.8498733543682433,-0.5847135814457094,-0.691991924669806,-0.7814778953494019,-0.6348399267084539
12,-0.8849368797965202,0.7707093608011649,-0.09060079929708156,0.04886176543629649,-0.3881886739054592,0.7421387719450091,0.5643209060074693,0.8072210255748578,0.5671603623836642,-0.910563457113184,0.09509455685485478,0.6216732119819915,-0.8019845328423731,-0.7669070994635306,-0.4070575156789681,0.8498733543682433,-0.5847135814457094,-0.691991924669806,-0.7814778953494019,-0.6348399267084539
13,-0.8849368797965202,0.7707093608011649,-0.09060079929708156,0.04886176543629649,-0.3881886739054592,0.7421387719450091,0.5643209060074693,0.8072210255748578,0.5671603623836642,-0.910563457113184,0.09509455685485478,0.6216732119819915,-0.8019845328423731,-0.7669070994635306,-0.4070575156789681,0.8498733543682433,-0.5847135814457094,-0.691991924669806,-0.7814778953494019,-0.6348399267084539
14,-0.8849368797965202,0.7707093608011649,-0.09060079929708156,0.04886176543629649,-0.3881886739054592,0.7421387719450091,0.5643209060074693,0.8072210255748578,0.5671603623836642,-0.910563457113184,0.09509455685485478,0.6216732119819915,-0.8019845328423731,-0.7669070994635306,-0.4070575156789681,0.8498733543682433,-0.5847135814457094,-0.691991924669806,-0.7814778953494019,-0.6348399267084539
15,-0.36798688884386677,0.16481187212405063,-0.20421451716805883,0.15519656471207324,-0.44236623617153564,0.6866882748184022,0.7191048475754969,0.8879607188029832,0.14905023988357635,0.017585755193964978,0.500937520571016,0.20192304636538883,-0.9910427670144675,-0.8888535758967289,-0.03144592083511026,-0.7560844588237147,0.242582203140431,-0.9914188301009454,-0.9059493165994604,-0.4590075278217392
16,-0.36798688884386677,0.16481187212405063,-0.20421451716805883,0.15519656471207324,-0.44236623617153564,0.6866882748184022,0.7191048475754969,0.8879607188029832,0.14905023988357635,0.017585755193964978,0.500937520571016,0.20192304636538883,-0.9910427670144675,-0.8888535758967289,-0.03144592083511026,-0.7560844588237147,0.242582203140431,-0.9914188301009454,-0.9059493165994604,-0.4590075278217392
17,-0.36798688884386677,0.16481187212405063,-0.20421451716805883,0.15519656471207324,-0.44236623617153564,0.6866882748184022,0.7191048475754969,0.8879607188029832,0.14905023988357635,0.017585755193964978,0.500937520571016,0.20192304636538883,-0.9910427670144675,-0.8888535758967289,-0.03144592083511026,-0.7560844588237147,0.242582203140431,-0.9914188301009454,-0.9059493165994604,-0.4590075278217392
18,-0.8382932704277063,0.6340143486290891,-0.19803678717132725,-0.08803053754908342,-0.22640593441157378,0.4820281026748181,0.7990197573657845,0.5687189149338574,0.803636517378766,-0.5340454161049903,0.3238614713896334,0.6316410585373983,-0.681236020622394,-0.6411640181318575,-0.5896157697762918,0.1019897709371516,0.3780697296770761,-0.49265455263404473,-0.6170745440424098,-0.2869393718221228
19,-0.48904105040159385,0.2846530822546654,-0.0944375153150746,0.07119479046131824,-0.4093318358723764,0.04394422400421251,0.5777456052817016,0.2779443523536031,0.31610191546089944,-0.0947719531843066,0.39818121325770073,0.6906595608674689,-0.6617810119223818,-0.9595830259189441,-0.2161630360883128,-0.6313803301822473,0.3465032891006202,-0.9131276570137749,-0.7207076251197783,-0.2641587962578861
20,-0.48904105040159385,0.2846530822546654,-0.0944375153150746,0.07119479046131824,-0.4093318358723764,0.04394422400421251,0.5777456052817016,0.2779443523536031,0.31610191546089944,-0.0947719531843066,0.39818121325770073,0.6906595608674689,-0.6617810119223818,-0.9595830259189441,-0.2161630360883128,-0.6313803301822473,0.3465032891006202,-0.9131276570137749,-0.7207076251197783,-0.2641587962578861
21,-0.48904105040159385,0.2846530822546654,-0.0944375153150746,0.07119479046131824,-0.4093318358723764,0.04394422400421251,0.5777456052817016,0.2779443523536031,0.31610191546089944,-0.0947719531843066,0.39818121325770073,0.6906595608674689,-0.6617810119223818,-0.9595830259189441,-0.2161630360883128,-0.6313803301822473,0.3465032891006202,-0.9131276570137749,-0.7207076251197783,-0.2641587962578861
