sample,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29
0,-7.396483181002564,7.294940867059667,5.908196374945303,-9.533673117418333,6.861233652430233,-11.305689844115005,-2.110846598220116,-4.414684398401501,-7.2481895327687065,4.4812328738253235,-0.6272126095045408,5.058572220657365,6.390345806740534,3.6489844107198346,-1.6646840547235353,2.322171127150118,-12.782590644930858,7.515027831411809,-12.569173435309347,16.11703001844171,-12.851861011571104,3.2278938816895173,4.735339000354668,6.288679018177991,-5.768321305898473,-5.706305421552674,-2.2137980772483075,-4.954665167955446,6.372368040264652,-12.425561435861948
1,4.836371195240666,-5.726815616677184,-4.050670922929244,7.352221451814559,-4.1080580679097265,8.011318577614302,5.054089539722139,5.737549799780474,1.8693793984467286,2.422249667447224,-2.578896538832338,-5.808717187384898,1.8559223125851052,-0.7082252443158373,11.801857959413516,-2.74935184146501,-9.432458243257699,-4.027553024384441,-5.2771255149424965,-5.054977990154528,-12.789483212672721,-14.64910572009246,-2.3581303565135365,-19.470683114174275,18.94407774537369,25.392894202161163,-4.925195457122312,2.2424565467164745,-4.333674160992411,-0.6096787559319807
2,-7.7055420858375685,6.029214012468899,5.164050552350696,-6.16147858829463,8.693434157499118,-6.601584197256776,-4.1266879643662975,-4.508878982683349,-3.642846642034228,-2.1949514123633396,-0.950101337052045,3.3953572872438063,0.41898468059779287,4.082438921530679,-9.221605122845396,-7.229684147110688,-15.378519164737824,-0.1915556520624367,-1.5247482705750495,9.034013573665936,-2.519396702722654,-12.735333108421552,-15.284408706052208,8.306265524266859,14.823412876317484,26.21958380695061,2.732554149169243,18.800986801968843,-17.545018394794877,0.9888041881931757
3,1.628592630125773,1.5318215132695439,0.14371768430187373,-3.9183916378458354,-3.874246314805275,-4.592999273617158,-1.9200057366188423,-2.8047087506940587,0.4897152653701161,6.638225291768006,5.7431040318496684,5.3005053752067,2.175980216551943,-6.983280454854907,-18.74020305826389,12.75139298125124,-1.8254261669875818,-3.543634189341834,15.609605182011505,9.97208170521776,-7.93084245804204,-7.889023688919353,-0.12504482864024602,4.851866356550763,3.971618452985445,12.523446486613729,3.3663863056785748,10.901749687251066,-4.087011766513713,17.87395229758145
4,9.026760968185302,-6.03744343669109,-5.627662230694651,5.393704535839667,-10.888433776861152,5.725090747531096,3.469283273865186,3.709985434467469,4.631308140694182,-0.8188248133083298,-0.2860935838799173,-6.909454194977288,-2.004463269003578,-2.4656132450554655,16.00945371906903,-15.952852350448827,1.0696877904854036,13.60090989529676,-0.08122804589381387,7.34677483966227,6.055308242654853,21.181009348862922,4.969561459536754,4.785669863158175,9.808320777817649,5.9744328412546075,-2.8650031026826586,-12.127687208317177,9.267390570442528,-8.842130649141813
5,-10.248028644324501,9.136317986334708,7.316405142623733,-10.150694623145853,10.809468224623105,-10.899944674571893,-7.107548329422305,-7.785771480376347,-4.434708894791318,7.245767242103886,0.9953234848858441,4.372555983122031,6.976726238635343,-0.8463576234692586,-1.4244069041687075,0.9690668254294557,-5.3693669224537555,-0.13465188810991968,-1.9527834512840248,4.167845364213359,-7.109325067341548,12.21393113723312,2.1121420478778234,11.634913757776285,8.817114502036116,10.591057580902204,-2.014271383544848,15.505002567452511,-1.403664090424897,-1.1848568216327127
6,-0.8739635953935474,1.8760571155043333,1.4277253742239706,-3.8151647334715224,-0.30859727843716367,-5.224630107978727,2.0401167268967764,0.022630911563492062,-4.3885149881761025,-4.135215396247305,-4.44927724595262,-2.7225763075852525,0.8941516300745938,8.195985823435576,5.422667779348591,-14.805177303041802,5.631181170837957,2.285759845042361,-12.26843128732565,-1.6711632868101753,17.18206747243642,-19.718158881015245,-12.276678004122626,-3.2600309677835586,-5.4573646435322924,3.2535046904205087,-2.5808103069544823,-10.836745487713886,-7.8919863919089845,-6.27119011049938
7,9.32085630874891,-4.805513026219284,-5.253064683427875,3.1122458171711793,-12.184269364556632,3.294532442485278,1.3352497562188153,1.4417118264030826,5.383899758683857,9.004960910046753,8.770480106979097,4.368736640612606,0.3342141274661875,-13.521149879880726,12.43228863291951,13.80491323631846,-21.18113654765295,14.406559859973273,-5.063092189312162,25.780338948941356,-16.13403256909922,-4.518063144368351,7.848975010223456,13.518038078983254,25.92333281773722,4.504354197774083,4.523967529756893,11.762819336608517,-1.9299105881033847,7.002083564434567
8,-0.49697313175575814,-0.2732257698259981,-0.11974713460893732,1.2913224339672198,1.2596093770643937,1.9697422273957246,-1.486707914471006,-0.48799485091105355,1.7943844067657984,-1.7553933828302781,2.5901423942660315,3.569096614430198,-3.311442417517855,-2.3925968295595395,6.140643773447965,4.50040248598195,-8.38863573859707,3.400938493027076,0.47096127333735455,-1.4644682146644055,-14.098297863921422,0.850393909727277,6.616820882754837,-9.031034525091027,1.8705688010062782,-11.10608576904258,10.256570132862862,1.1641249046391897,8.936668923750219,11.5397817875841
9,-7.956262122600519,7.379594092170616,6.061687352520916,-9.136662188186296,7.8387279623346755,-10.628584351585173,-2.8291280273849266,-4.713165440058006,-6.541055034280872,-1.8919849442739451,-5.21349100749036,-1.8870024015518967,4.059638540045512,9.111084316482113,-9.063038704166667,-13.620983487569568,11.546338178928277,-13.080480520000904,-2.937092445954183,-17.468252299965904,15.381379223766066,4.305231255054112,-6.17112932205222,-5.019576568127703,-22.79603487979989,-2.081998940799199,-11.252780659677567,-6.090589003740795,2.6734626007072344,-10.404605856242586
10,2.343065139905803,-0.008448212254297422,-0.9659072891994175,-0.9583804580090068,-3.6989743203361485,-0.6758461137915773,-2.877324993875694,-2.408447629304253,3.4605789349013096,7.571121488330254,2.6071945595743897,-3.111874788309276,3.59313240953033,-7.44291643747199,-0.6823427558158606,1.9265265936422695,-0.3914595950203384,-2.934175949784337,-0.862514714002175,1.862764545571078,6.781088064904466,6.014715283407312,8.727754396135692,-4.321275733528504,-4.3519472764732265,-3.0475123464748637,-3.9486566220759816,-12.497595307665156,-2.3610022801851014,-16.685212045825804
11,5.021697667280251,-0.6136591073990729,-2.071236527398404,-1.685186684148345,-7.848612115641029,-1.7671200526842559,-2.5339934945713334,-2.6111266711062293,4.248354951239352,-5.607638641401137,4.299615645528049,1.0062021383556647,-7.054465651798698,-3.119967265030854,0.805024155023311,-12.375121186181333,-23.346806133592015,10.13854660245154,4.747374064481341,8.875913290080591,4.4547483765726055,-4.180952190614863,-11.83409972305174,9.32321841613898,11.180529266248875,6.72613677657598,8.431308112347192,4.633270238101735,-8.453981729953583,-2.7550412643716493
